name,Country,Species,Casecode,Period,Decade,Type,Full reference,Study area,Study period,Survey method,Language
Alauda arvensis,GR,A247,GRA247,Reproduction,,,"HANDRINOS, G & T. AKRIOTIS, 1997. The Birds of Greece. Helm. London. 336p.",,,,
Alauda arvensis,GR,A247,GRA247,Reproduction,,,HELLENIC BIRD RINGING CENTER. Recoveries in Greece of birds ringed in foreign countries (1930-1997). Unpublished report.,,,,
Alauda arvensis,GR,A247,GRA247,Reproduction,,,ORNIS DATABASE. Greece.,,,,
Turdus merula,GR,A283,GRA283,Reproduction,,,"HANDRINOS, G & T. AKRIOTIS, 1997. The Birds of Greece. Helm. London. 336p.",,,,
Turdus merula,GR,A283,GRA283,Reproduction,,,HELLENIC BIRD RINGING CENTER. Recoveries in Greece of birds ringed in foreign countries (1930-1997). Unpublished report.,,,,
Turdus merula,GR,A283,GRA283,Reproduction,,,ORNIS DATABASE. Greece.,,,,
Turdus philomelos,GR,A285,GRA285,Reproduction,,,"HANDRINOS, G & T. AKRIOTIS, 1997. The Birds of Greece. Helm. London. 336p.",,,,
Turdus philomelos,GR,A285,GRA285,Reproduction,,,HELLENIC BIRD RINGING CENTER. Recoveries in Greece of birds ringed in foreign countries (1930-1997). Unpublished report.,,,,
Turdus philomelos,GR,A285,GRA285,Reproduction,,,ORNIS DATABASE. Greece.,,,,
Turdus viscivorus,GR,A287,GRA287,Reproduction,,,"HANDRINOS, G & T. AKRIOTIS, 1997. The Birds of Greece. Helm. London. 336p.",,,,
Turdus viscivorus,GR,A287,GRA287,Reproduction,,,HELLENIC BIRD RINGING CENTER. Recoveries in Greece of birds ringed in foreign countries (1930-1997). Unpublished report.,,,,
Turdus viscivorus,GR,A287,GRA287,Reproduction,,,ORNIS DATABASE. Greece.,,,,
Sturnus vulgaris,GR,A351,GRA351,Reproduction,,,"HANDRINOS, G & T. AKRIOTIS, 1997. The Birds of Greece. Helm. London. 336p.",,,,
Sturnus vulgaris,GR,A351,GRA351,Reproduction,,,HELLENIC BIRD RINGING CENTER. Recoveries in Greece of birds ringed in foreign countries (1930-1997). Unpublished report.,,,,
Sturnus vulgaris,GR,A351,GRA351,Reproduction,,,ORNIS DATABASE. Greece.,,,,
Netta rufina,HR,A058,HRA058,Both,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Aythya ferina,HR,A059,HRA059,Reproduction,,Publication: book,"Kralj, J., Barišić, S., Ćiković, D., Tutiš, V. (2013): Croatian Bird Migration Atlas. Croatian Academy of Sciences and Arts. Zagreb, 250 pp.",country,1910-2009,analysis of ringing data,Croatian with English summary
Aythya ferina,HR,A059,HRA059,Both,,Publication: article,"Kralj, J., Radović, D., Tutiš, V (1998): Numbers and seasonal activity of Anatidae at Draganić fishponds in NW Croatia. Vogelwelt 119: 21-29.",individual site,1991-1994,monitoring,English
Aythya fuligula,HR,A061,HRA061,Both,,Publication: article,"Kralj, J., Radović, D., Tutiš, V (1998): Numbers and seasonal activity of Anatidae at Draganić fishponds in NW Croatia. Vogelwelt 119: 21-29.",individual site,1991-1994,monitoring,English
Aythya marila,HR,A062,HRA062,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Aythya marila,HR,A062,HRA062,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp.",individual site,1853-2002,review of other publications,Croatian
Somateria mollissima,HR,A063,HRA063,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Clangula hyemalis,HR,A064,HRA064,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Clangula hyemalis,HR,A064,HRA064,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp.",individual site,1853-2002,review of other publications,Croatian
Melanitta nigra,HR,A065,HRA065,Migration,,Publication: article,"Kralj, J. (2005): Rare birds in Croatia. Second report of the Croatian Rarities Committee. Larus 49: 37-51.",country,2002-2005,Report of rare birds,Croatian with English summary
Melanitta nigra,HR,A065,HRA065,Migration,,Publication: article,"Kralj, J., Barišić, S. (2013): Rare birds in Croatia. Third report of the Croatian Rarities Committee. Nat. Croat. 22 (2): 375-396.",country,2005-2012,Report of rare birds,English
Melanitta nigra,HR,A065,HRA065,Migration,,Publication: article,"Kralj, J., Radović, D. (2002): Rare birds in Croatia – First report of the Croatian Rarities Committee. Larus 48: 73-83.",country,1950-2002,Report of rare birds,Croatian with English summary
Melanitta fusca,HR,A066,HRA066,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Mergus serrator,HR,A069,HRA069,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Mergus serrator,HR,A069,HRA069,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp",individual site,1853-2002,review of other publications,Croatian
Mergus merganser,HR,A070,HRA070,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Mergus merganser,HR,A070,HRA070,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp.",individual site,1853-2002,review of other publications,Croatian
Mergus merganser,HR,A070,HRA070,Both,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Anas acuta,HR,A054,HRA054,Migration,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Anas querquedula,HR,A055,HRA055,Migration,,Publication: book,"Kralj, J., Barišić, S., Ćiković, D., Tutiš, V. (2013): Croatian Bird Migration Atlas. Croatian Academy of Sciences and Arts. Zagreb, 250 pp",country,1910-2009,analysis of ringing data,Croatian with English summary
Anas querquedula,HR,A055,HRA055,Both,,Publication: article,"Kralj, J., Radović, D., Tutiš, V (1998): Numbers and seasonal activity of Anatidae at Draganić fishponds in NW Croatia. Vogelwelt 119: 21-29.",individual site,1991-1994,monitoring,English
Anas clypeata,HR,A056,HRA056,Migration,,Publication: article,"Kralj, J., Radović, D., Tutiš, V (1998): Numbers and seasonal activity of Anatidae at Draganić fishponds in NW Croatia. Vogelwelt 119: 21-29.",individual site,1991-1994,monitoring,English
Anas clypeata,HR,A056,HRA056,Migration,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Netta rufina,HR,A058,HRA058,Both,,Publication: article,"Kralj, J., Radović, D., Tutiš, V (1998): Numbers and seasonal activity of Anatidae at Draganić fishponds in NW Croatia. Vogelwelt 119: 21-29.",individual site,1991-1994,monitoring,English
Bonasa bonasia,HR,A104,HRA104,Reproduction,,Publication: book,"Trohar, J. (2002): Zašićene šumske koke. pp. 197-202 in: Mustapić, Z.: Lovstvo. Hrvatski lovački savez, Zagreb, 597 pp.",country,up to 2000,study of a particular species,Croatian
Tetrao urogallus,HR,A108,HRA108,Reproduction,,Publication: book,"Frković, A. (2012): Tetrijeb gluhan u Gorskom kotaru. Lovački savez Primorsko-goranske županije, Rijeka.",part of a country,up to 2002,study of a particular species,Croatian
Tetrao urogallus,HR,A108,HRA108,Reproduction,,Publication: book,"Trohar, J. (2002): Zašićene šumske koke. pp. 197-202 in: Mustapić, Z.: Lovstvo. Hrvatski lovački savez, Zagreb, 597 pp.",country,up to 2000,study of a particular species,Croatian
Tetrao urogallus,HR,A108,HRA108,Reproduction,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Alectoris chukar,HR,A411,HRA411,Reproduction,,Publication: book,"Darabuš, S. (2002): Poljske koke. pp. 149-165 in: Mustapić, Z.: Lovstvo. Hrvatski lovački savez, Zagreb, 597 pp.",country,up to 2000,no methods or references given,Croatian
Alectoris graeca,HR,A109,HRA109,Reproduction,,Publication: book,"Darabuš, S. (2002): Poljske koke. pp. 149-165 in: Mustapić, Z.: Lovstvo. Hrvatski lovački savez, Zagreb, 597 pp.",country,up to 2000,no methods or references given,Croatian
Alectoris graeca,HR,A109,HRA109,Reproduction,,Publication: book,"Lukač, G. (2011): Atlas Nacionalnog parka Paklenica. JU NP Paklenica, Starigrad-Paklenica, 356 pp.",individual site,1984-2009,atlas study,Croatian
Bucephala clangula,HR,A067,HRA067,Migration,,Publication: article,"Kralj, J., Radović, D., Tutiš, V (1998): Numbers and seasonal activity of Anatidae at Draganić fishponds in NW Croatia. Vogelwelt 119: 21-29.",individual site,1991-1994,monitoring,English
Bucephala clangula,HR,A067,HRA067,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp.",individual site,1853-2002,review of other publications,Croatian
Cygnus olor,HR,A036,HRA036,Both,,Web-material,https://croatia.observation.org,country,2014-2018,observations,English
Coturnix coturnix,HR,A113,HRA113,Both,,Publication: book,"Darabuš, S. (2002): Poljske koke. pp. 149-165 in: Mustapić, Z.: Lovstvo. Hrvatski lovački savez, Zagreb, 597 pp",country,up to 2000,no methods or references given,Croatia
Coturnix coturnix,HR,A113,HRA113,Migration,,Publication: book,"Kralj, J., Barišić, S., Ćiković, D., Tutiš, V. (2013): Croatian Bird Migration Atlas. Croatian Academy of Sciences and Arts. Zagreb, 250 pp.",country,1910-2009,analysis of ringing data,Croatian with English summary
Phasianus colchicus,HR,A115,HRA115,Reproduction,,Publication: book,"Darabuš, S. (2002): Poljske koke. pp. 149-165 in: Mustapić, Z.: Lovstvo. Hrvatski lovački savez, Zagreb, 597 pp.",country,up to 2000,no methods or references given,Croatian
Rallus aquaticus,HR,A118,HRA118,Both,,Publication: book,"Rucner, D. (1998): Ptice hrvatske obale Jadrana. HPM. 311 pp.",part of a country,1946-1975,long-term study,Croatian
Gallinula chloropus,HR,A123,HRA123,Both,,Publication: book,"Rucner, D. (1998): Ptice hrvatske obale Jadrana. HPM. 311 pp.",part of a country,1946-1975,long-term study,Croatian
Fulica atra,HR,A125,HRA125,Both,,Publication: book,"Rucner, D. (1998): Ptice hrvatske obale Jadrana. HPM. 311 pp.",part of a country,1946-1975,long-term study,Croatian
Fulica atra,HR,A125,HRA125,Migration,,Publication: book,"Kralj, J., Barišić, S., Ćiković, D., Tutiš, V. (2013): Croatian Bird Migration Atlas. Croatian Academy of Sciences and Arts. Zagreb, 250 pp.",country,1910-2009,analysis of ringing data,Croatian with English summary
Fulica atra,HR,A125,HRA125,Migration,,Publication: article,"Stumberger, B. (2016): Waterbird and raptor counts at most important wetlands of the island Pag. Larus 51: 66-72.",individual site,2016,waterbird count,Croatian with English summary
Haematopus ostralegus,HR,A130,HRA130,Migration,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Data Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Haematopus ostralegus,HR,A130,HRA130,Migration,,Publication: book,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Haematopus ostralegus,HR,A130,HRA130,Migration,,Publication: book,"Rucner, D. (1998): Ptice hrvatske obale Jadrana. HPM. 311 pp.",part of a country,1946-1975,long-term study,Croatian
Pluvialis apricaria,HR,A140,HRA140,Reproduction,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Pluvialis squatarola,HR,A141,HRA141,Migration,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Pluvialis squatarola,HR,A141,HRA141,Migration,,Publication: article,"Stipčević, M. (1997): A survey of spring migration on the wetlands of the island of Pag, Croatia (March–May 1990–1991). Wader Study Group Bull. 84: 26–32.",individual site,1990-1991,study of a particular site,English
Pluvialis squatarola,HR,A141,HRA141,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp",individual site,1853-2002,review of other publications,Croatian
Vanellus vanellus,HR,A142,HRA142,Both,,Publication: article,"Radović, D., Kralj, J.,Tutiš, V (1999): Migration pattern and seasonal activity of waders at Draganić fishponds in NW Croatia. Wader Study Group Bull. 90: 35-41.",individual site,1991-1994,monitoring,English
Calidris canutus canutus,HR,A886,HRA886,Migration,,Publication: article,"Kralj, J., Barišić, S. (2013): Rare birds in Croatia. Third report of the Croatian Rarities Committee. Nat. Croat. 22 (2): 375-396.",country,2005-2012,Report of rare birds,English
Philomachus pugnax,HR,A151,HRA151,Migration,,Publication: article,"Radović, D., Kralj, J.,Tutiš, V (1999): Migration pattern and seasonal activity of waders at Draganić fishponds in NW Croatia. Wader Study Group Bull. 90: 35-41.",individual site,1991-1994,monitoring,English
Philomachus pugnax,HR,A151,HRA151,Migration,,Publication: article,"Schneider, M. (1989): Endangered and rare birds in the alluvial wetlands of the sava river on the Posavina/Croatia. Larus 40: 167-178.",individual site,1986-1987,study of a particular site,English
Philomachus pugnax,HR,A151,HRA151,Migration,,Publication: article,"Stipčević, M. (1997): A survey of spring migration on the wetlands of the island of Pag, Croatia (March–May 1990–1991). Wader Study Group Bull. 84: 26–32.",individual site,1990-1991,study of a particular site,English
Lymnocryptes minimus,HR,A152,HRA152,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Lymnocryptes minimus,HR,A152,HRA152,Migration,,Publication: book,"Mikuska, J., Mikuska T., Romulić M. (2002): Ptice. Vodič kroz biološku raznolikost Kopačkog rita. Matica Hrvatska Osijek. 112 pp.",individual site,1853-2002,review of other publications,Croatian
Lymnocryptes minimus,HR,A152,HRA152,Migration,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Gallinago gallinago,HR,A153,HRA153,Migration,,Publication: article,"Radović, D., Kralj, J.,Tutiš, V (1999): Migration pattern and seasonal activity of waders at Draganić fishponds in NW Croatia. Wader Study Group Bull. 90: 35-41",individual site,1991-1994,monitoring,English
Gallinago gallinago,HR,A153,HRA153,Both,,Publication: article,"Schneider, M. (1989): Endangered and rare birds in the alluvial wetlands of the sava river on the Posavina/Croatia. Larus 40: 167-178",individual site,1986-1987,study of a particular site,English
Gallinago gallinago,HR,A153,HRA153,Migration,,Publication: article,"Stipčević, M. (1997): A survey of spring migration on the wetlands of the island of Pag, Croatia (March–May 1990–1991). Wader Study Group Bull. 84: 26–32.",individual site,1990-1991,study of a particular site,English
Gallinago gallinago,HR,A153,HRA153,Both,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str.",country,2000-2010,review of other publications,Croatian with English summary
Scolopax rusticola,HR,A155,HRA155,Migration,,Publication: book,"Kralj, J., Barišić, S., Ćiković, D., Tutiš, V. (2013): Croatian Bird Migration Atlas. Croatian Academy of Sciences and Arts. Zagreb, 250 pp.",country,1910-2009,analysis of ringing data,Croatian with English summary
Scolopax rusticola,HR,A155,HRA155,Migration,,Publication: book,"Rucner, D. (1998): Ptice hrvatske obale Jadrana. HPM. 311 pp.",part of a country,1946-1975,long-term study,Croatian
Scolopax rusticola,HR,A155,HRA155,Both,,Publication: book,"Tutiš, V., Kralj, J., Radović, D., Ćiković, D., Barišić, S. (2013): Red Dana Book of birds of Croatia. MENP & SINP, Zagreb. 258 str",country,2000-2010,review of other publications,Croatian with English summary
Limosa limosa,HR,A156,HRA156,Migration,,Publication: article,"Radović, D., Kralj, J.,Tutiš, V (1999): Migration pattern and seasonal activity of waders at Draganić fishponds in NW Croatia. Wader Study Group Bull. 90: 35-41.",individual site,1991-1994,monitoring,English
Limosa limosa,HR,A156,HRA156,Migration,,Publication: article,"Stipčević, M. (1997): A survey of spring migration on the wetlands of the island of Pag, Croatia (March–May 1990–1991). Wader Study Group Bull. 84: 26–32.",individual site,1990-1991,study of a particular site,English
Limosa lapponica,HR,A157,HRA157,Migration,,Publication: article,"Kralj, J. (1997): Croatian ornithofauna in the last 200 years. Larus 47: 1-112.",country,1800-1997,review of other publications,Croatian
Numenius phaeopus,HR,A158,HRA158,Migration,,Publication: article,"Stipčević, M. (1997): A survey of spring migration on the wetlands of the island of Pag, Croatia (March–May 1990–1991). Wader Study Group Bull. 84: 26–32.",individual site,1990-1991,study of a particular site,English
